|0000|004|1|01082011|31082011|MARK C A COMERCIO DISTRIBUIDORA E IMPORTACAO LTDA|07324443000187||CE|061798924|2304400|||B|1|
|0001|0|
|0005|MARK|60351364|AV CEL CARVALHO|2978||OLAVO OLIVEIRA|8530212896|8532272896|companynordeste@hotmail.com|
|0100|JOSE IVAN COELHO DE ALMEIDA|01567039391|003048||60120340|RUA PROFESSOR CARVALHO|4136||SAO JOAO TAUAPE|8530212896|8532272896|jivancontabil1950@gmail.com|2304400|
|0150|254|TIM CELULAR SA|1058|04206050008750||066996970|2304400||BARAO DE STUDART|2575|SL 6|JOAQUIM TAVORA|
|0150|960|JOSE ALVES HONORATO ME|1058|01207733000164||069717435|2305407||RUA MONSENHOR FROTA|311||CENTRO|
|0150|992|ANTONIO LIMA DE CARVALHO PECAS ME|1058|03582280000181||062912909|2314003||AV: NENEN MARINHEIRO|1161||CENTRO|
|0150|993|SEBASTIAO ROGERIO PEREIRA DE SOUSA ME|1058|04177709000118||063045230|2305407||RUA SAO JOSE|1053||CENTRO|
|0150|1000|JOSE ERNESTO DE SOUSA COSTA|1058|63489009000128||068898118|2301109||RUA BARRO DE MESSEJANA|1023||CENTRO|
|0150|1040|JOAO RODRIGUES DA SILVA NETO - ME|1058|07820913000101||060053593|2302701||RUA- BARBARA PEREIRA DE ALENCAR|078||CENTRO|
|0150|1051|AUTO PECAS PADRE CICERO LTDA|1058|07965809000105||068031270|2304400||Av Professor Gomes de Matos|1368||Montese|
|0150|1084|INES GOMES DE SOUSA|1058|72531353000129||060964367|2303808||RUA SAO JOAO BATISTA|155||CENTRO|
|0150|1437|FRANCISCA DAS CHAGAS ALMEIDA -EPP|1058|05220860000154||066688981|2305506||RUA CORONEL JOSE JUCA|259|(sem complemento)|ALTO DO JUCA|
|0150|1513|GERBSON M DE GOES MICROEMPRESA|1058|02455015000170||062695045|2305506||RUA MAELETE CORTEZ|330||MORENAO|
|0150|1546|WELLINGTON DE SOUSA SA ME|1058|73740961000106||069206627|2307502||RUA PREFEITO WILSON SA|141||CENTRO|
|0150|1751|DALTON CORREIA DE OLIVEIRA|1058|03746017000180||062950940|2314003||AV VICENTE ALVES COSTA|313||CENTRO|
|0150|1756|MARCIA MARIA LIMA ME|1058|05623321000166||066782333|2309508||RUA JOSE ALVES CAETANO|655||CENTRO|
|0150|1923|MARIO NOGUEIRA PECAS ME|1058|05579544000173||066772524|2306900||RUA CONEGO MOURAO|190|A|CENTRO|
|0150|1942|MICHEL PLATINI GONCALVES F DE OLIVEIRA M|1058|05125733000176||066673313|2314003||RUA ANTONIO ALVES LIMA|856||JUREMAL|
|0150|2089|COMERCIAL DE ARMARINHO TEIXEIRA LTDA|1058|63305734000280||068938888|2304400||RUA MAJOR FACUNDO|266|COMPL 272/278|CENTRO|
|0150|2133|AUGE MOTOS LTDA|1058|00937829000115||069639302|2304400||AV. BEZERRA DE MENEZES||1665|SAO GERARDO|
|0150|2242|JOSE LOURDES XAVIER|1058|07209141000168||060003227|2311801||AV DOM LINO|1267||CENTRO|
|0150|2440|JOSE RIBAMAR TORRES DA COSTA ME|1058|00384995000131||069452113|2303501||RUA BENEDITO GALDINO LEMOS|2391||ALTO LUMINOSO|
|0150|2485|CIL COMERCIO DE INFORMATICA LTDA|1058|24073694000589||062639579|2304400||RD RODOVIA BR 116 - KM 6|2555||Cajazeiras|
|0150|2607|INDAIA BRASIL AGUAS MINERAIS LTDA|1058|00048785000334||068295359|2304400||R:ANTONIO NOGUEIRA 271/278 LAGOA REDONDA||271/278|LAGOA REDONDA|
|0150|2831|MULTI MOTOS PECAS LTDA|1058|41425042000151||069006385|2304400||RUA CLARINDO DE QUEIROZ|848||CENTRO|
|0150|3034|J ERBENIO PEREIRA ME|1058|00741080000136||069673489|2300309||RUA PEDRO ALVES|248||CENTRO|
|0150|3052|F A DE ALENCAR LEITE ME|1058|08628030000159||062047604|2302701||RUA CARNEIRO DE MENDONCA|339||CENTRO|
|0150|3080|FRANCISCO ANTONIO CARVALHO ME|1058|06097452000110||066884381|2311801||PRACA DO MERCADO|06||CENTRO|
|0150|3245|ELETROMOTOS COM DE PECAS LTDA EPP|1058|04031730000100||063022192|2304400||RUA CAPITAO NESTOR GOIS|332||VILA ELLERY|
|0150|3301|ANTONIO FIALHO DE OLIVEIRA ME|1058|06959936000120||068133766|2306900||TRAVESSA TENENTE BARREIRA|027||CENTRO|
|0150|3405|A ISMAR DO NASCIMENTO|1058|07881447000166||061922480|2300309||RUA PEDRO ALVES DE OLIVEIRA|430||CENTRO|
|0150|3432|O MESMO|1058||||||||||
|0150|3687|CERAM. VELAS IGNICAO NGK DO BRASIL LTDA|1058|52541760000100||454036318111|3530607||ROD. PROF. ALFREDO R.DE MOURA||KM 61|COCUERA|
|0150|3692|INDUSTRIAL LEVORIN S/A|1058|49032337000170||336008653110|3518800||AV.: MONTEIRO LOBATO||2495|SAO ROQUE|
|0150|3693|RIFFEL MOTO PECAS LTDA|1058|04776032000134|||4202404||RUA MARINGA|533|GALPAO 3|SALTO DO NORTE|
|0150|3698|F J ROBERTO GONCALVES SAMPAIO EPP|1058|01870269000191||069885800|2309607||RUA CONEGO EDUARDO ARARIPE|1672||CENTRO|
|0150|3700|HORI COM DE PECAS ACESSORIOS E SERVICOS|1058|07316792000157||061790567|2304400||RUA GAL CLARINDO DE QUEIROZ|1101||CENTRO|
|0150|3701|EDISOLANA MOTOS LTDA|1058|00115798000117||069215901|2304400||AVENIDA GENERAL OSORIO DE PAIVA||2443|VILA PERI|
|0150|3702|ANA MARIA DE OLIVEIRA TELES ME|1058|04659393000109||060707232|2300754||AV SAO FRANCISCO|383||CENTRO|
|0150|3704|L G L COMERCIO DE MOTO PECAS LTDA ME|1058|07188440000163||061831590|2304400||GAL CLARINDO DE QUEIROZ|1006|A|CENTRO|
|0150|3705|JOSE ORLANDO DE SOUSA MOTOS ME|1058|06111697000154||066903670|2304251||VILA CAJUEIRINHO||S/N|ZONA RURAL|
|0150|3707|JOSE NILTON DE SOUZA ME|1058|03882758000199||060569557|2307809||RUA PRESIDENTE MEDICI|450||CENTRO|
|0150|3708|ANTONIO CARLOS CARNEIRO PECAS ME|1058|04046476000114||063088223|2312007||RUA DR MANUEL JOAQUIM|602||CENTRO|
|0150|3709|CLEUDIANO DE PAULA MENDONCA ME|1058|05542504000157||066763630|2313559||RUA PEDRO LEITAO|291||CENTRO|
|0150|3713|MARCO FABIO DA COSTA TEIXEIRA ME|1058|07507884000114||061837083|2307650||AV 12 JEREISSATI|134|A|CONJUNTO JEREISSATI|
|0150|3714|FRANCISCO NEY DE ALMEIDA SIQUEIRA ME|1058|05771594000158||066812801|2312700||RUA FRANCO MAGALHAES||S/N|CENTRO|
|0150|3718|ANTONIA TEREZINHA M DE ARAUJO|1058|03317060000120||062843729|2304103||RUA DOM PEDRO II|695||CENTRO|
|0150|3720|ANTONIO REGINALDO TEIXEIRA MOTA|1058|01614464000150||069814139|2304400||RUA CLARINDO DE QUEIROZ|966||CENTRO|
|0150|3722|ARGEMIRO DIAS DE OLIVEIRA ME|1058|03268884000158||062844970|2301604||RUA TERTULIANO CATONHO|017||CENTRO|
|0150|3723|FRANCISCO AURIMAR CUNHA FONTENELE|1058|23708720000101||060887990|2304103||RUA. DR. MOREIRA DA ROCHA|998||CENTRO|
|0150|3725|J B VASCONCELOS PECAS P/BICICLETAS|1058|02399948000197||062636740|2304400||RUA BOM JESUS|1408||BOM JARDIM|
|0150|3726|JOAO BATISTA COSTA MARTINS ME|1058|05444174000167||066741831|2306553||AVENIDA RIOS|097||CENTRO|
|0150|3727|VALDECIR DE OLIVEIRA MENDES|1058|09120717000141||062154311|2305605||RUA ALEXANDRE BONFIM|105||CENTRO|
|0150|3738|J CORDEIRO LIMA PECAS ME|1058|05467294000180||066746744|2311264||RUA TENENTE JOSE LOPES||S\N|CENTRO|
|0150|3741|MARIA FREIRES CAETANO|1058|06188548000193||066962552|2304400||RUA PIERRE LUZ|1112||QUINTINO CUNHA|
|0150|3743|EDMAR BARRETO FILHO EPP|1058|72411614000177||069192952|2307601||RUA ESTEVAO REMIGIO DE FREITAS|995||CENTRO|
|0150|3744|ANTONIO BEZERRA NORONHA - ME|1058|03579540000160||060223987|2310308||RUA ENEAS DE CASTRO|080||CENTRO|
|0150|3747|J R BEZERRA DE OLIVEIRA ME|1058|23550239000130||060515961|2308708||RUA FRANCISCO MONTEIRO MAIA|238||CENTRO|
|0150|3749|RAFAEL CORDEIRO ALVES ME|1058|08786604000117||062075438|2307650||RUA 40|020|A|CONJUNTO JEREISSATI|
|0150|3750|E S LINHARES COMERCIO ME|1058|02919825000130||194424286|2207702||AVENIDA DEPUTADO PINHEIRO MACHADO|792||RODOVIARIA|
|0150|3752|ERISBERTO AGUIAR DAMASCENO|1058|06243528000178||066913039|2309706||RODOVIA CE 060|11424||PARQUE ARATANHA|
|0150|3754|J B MORAIS JUNIOR ME|1058|05388833000195||066736820|2302305||RUA PROF NICACIO|438||CENTRO|
|0150|3756|J DE PAULA COSTA|1058|09015411000125||062130625|2303709||RUA PEDRO GOMES DA ROCHA||S/N|C A G VIRGILIO TAVOR|
|0150|3757|F J TAVARES MENDONCA|1058|03669590000138||062930044|2308302||RUA MARCELINO LEITE|033||CENTRO|
|0150|3758|R DOURADO DA SILVA ME|1058|02030694000135||062653822|2309300||RUA J. LOPES PEDROSA|2769||PROGRESSO|
|0150|3762|C R M OLIVEIRA ME|1058|02954276000134||062761820|2309607||RUA CONEGO EDUARDO ARARIPE|500||CENTRO|
|0150|3764|VITAL IVO JUNIOR|1058|02836791000110||062734385|2307601||RUA ANISIO BATISTA|336||CENTRO|
|0150|3766|A TAVARES DE MENEZES ME|1058|02754532000140||062718878|2308104||AV SINVAL LACERDA|059||CENTRO|
|0150|3767|F BIZERRA NOBRE ME|1058|63373864000179||060998555|2313104||RUA BATISTA MAIA||S/N|CENTRO|
|0150|3768|EDILEIDE DE LIMA MARCELINO ME|1058|08462804000114||062020870|2307304||AV CASTELO BRANCO|1320||PIRAJA|
|0150|3770|J R DE PAIVA|1058|63400857000119||068849818|2304400||AV A|1520||CONJ. CEARA|
|0150|3773|ANDERSON MOTA BASTOS ME|1058|05184646000190||066683823|2307650||ROD DOUTOR MENDEL STEINBRUCH|9805||PARQUE TROPICAL|
|0150|3774|R LEITE MORAIS - ME|1058|00909185000151||060646110|2304251||RUA MIGUEL INACIO|435||CENTRO|
|0150|3778|AURELINA PECAS PARA MOTOS LTDA ME|1058|07234278000172||061780715|2304400||AV MOZART PINHEIRO DE LUCENA|2895||QUINTINO CUNHA|
|0150|3782|DARIO JUNIOR BRITO CALIXTO ME|1058|08155872000130||061968153|2303204||RUA MESTRE NECO|264|TERREO|MESTRE NECO|
|0150|3784|CARLOS AFONSO ALVES DE LIMA ME|1058|04413710000102||063098130|2304400||RUA HIPOLITO PAMPLONA|146||ANTONIO BEZERRA|
|0150|3786|GENYE FREITAS GREGORIO DA SILVA|1058|07606157000104||061864358|2307304||RUA RUI BARBOSA B|055||ROMEIRAO|
|0150|3799|JOSEFA GONCALVES DA SILVA EPP|1058|04252999000117||063062607|2304400||RUA PEDRO CARDONIO UCHOA||42|BOM SUCESSO|
|0150|3808|JOSE DENIS ALVES LOPES|1058|07687464000167||061881333|2301000||RUA OTONI SA|016||CENTRO|
|0150|3809|CLAUDETE FERREIRA MORAES EPP|1058|03003996000187||062769456|2304400||AV MOZART PINHEIRO LUCENA|2761||ANTONIO BEZERRA|
|0150|3810|MOTO PECAS SAO FRANCISCO COM E SERV PARA MOTOS LTD|1058|08438071000182||062018892|2304400||AV ENG HUMBERTO MONTE 1929 LJ 03||.|BELA VISTA|
